0,1
120,167
121,171
122,174
123,169
124,180
126,188
128,174
129,196
129,185
132,185
132,178
133,192
134,191
135,200
138,209
138,193
141,198
142,205
147,202
148,209
149,203
151,215
156,152
157,165
157,160
157,173
159,207
159,158
160,208
161,152
162,145
162,172
164,180
164,212
165,165
165,146
165,152
165,212
165,161
166,167
166,214
168,180
169,141
171,152
172,207
174,209
175,214
175,149
177,140
177,53
178,217
178,144
179,50
179,213
180,44
181,50
181,214
182,147
182,69
182,210
184,142
184,78
185,61
185,54
186,143
186,212
187,79
187,45
187,63
188,57
189,59
189,152
189,71
189,78
189,53
189,40
189,46
189,211
189,217
189,41
190,78
190,212
192,82
192,43
192,218
193,149
193,33
193,152
193,41
195,36
195,68
195,82
196,159
196,95
196,32
197,37
197,87
198,77
198,27
198,151
198,154
199,208
200,217
202,30
202,220
202,210
202,212
203,96
203,101
204,83
205,88
206,28
207,212
208,114
208,108
209,95
210,25
212,124
212,99
212,215
212,213
213,111
214,28
215,209
215,104
215,116
215,139
215,117
217,211
218,133
218,153
219,127
219,120
219,147
219,24
220,20
220,144
221,202
221,139
221,204
221,143
221,154
221,24
221,215
222,206
222,151
222,189
223,19
223,190
224,174
224,25
224,193
224,165
224,157
225,153
225,204
226,184
227,162
227,199
228,26
228,170
229,71
229,63
230,20
230,177
231,167
233,19
233,203
233,191
234,25
234,184
237,23
237,76
238,28
239,84
241,20
243,29
243,23
243,21
245,93
245,29
246,86
246,23
248,85
251,90
251,102
252,20
253,26
254,96
255,94
255,29
258,106
258,98
259,22
260,30
260,27
262,30
263,100
263,28
263,22
264,107
265,36
265,33
266,19
270,23
270,105
272,29
273,23
273,109
274,34
275,40
276,106
279,110
279,24
280,32
283,34
283,42
285,28
285,30
285,24
286,30
288,38
288,112
290,43
291,37
291,52
291,31
293,54
293,154
294,111
295,46
295,29
295,162
297,43
297,114
297,169
298,33
299,154
300,158
300,62
301,52
301,39
301,43
301,33
302,75
302,29
302,165
303,175
303,161
305,46
305,115
305,65
306,63
306,71
306,72
306,50
306,171
306,53
307,38
307,109
308,64
309,35
309,178
309,44
310,169
311,47
311,114
311,176
311,110
312,42
312,53
315,61
316,172
317,181
319,107
321,111
324,180
325,172
325,176
326,116
329,168
329,180
331,106
332,173
335,111
337,168
338,162
338,177
338,105
339,160
340,164
343,109
343,152
343,99
344,170
344,174
345,100
346,155
346,160
348,164
350,103
353,95
355,101
364,99
364,93
367,108
369,116
370,123
371,97
371,129
372,132
372,106
374,118
375,129
375,134
115,162
116,166
117,169
118,164
119,175
121,183
123,169
124,191
124,180
127,180
127,173
128,187
129,186
130,195
133,204
133,188
136,193
137,200
142,197
143,204
144,198
146,210
151,147
152,160
152,155
152,168
154,202
154,153
155,203
156,147
157,140
157,167
159,175
159,207
160,160
160,141
160,147
160,207
160,156
161,162
161,209
163,175
164,136
166,147
167,202
169,204
170,209
170,144
172,135
172,48
173,212
173,139
174,45
174,208
175,39
176,45
176,209
177,142
177,64
177,205
179,137
179,73
180,56
180,49
181,138
181,207
182,74
182,40
182,58
183,52
184,54
184,147
184,66
184,73
184,48
184,35
184,41
184,206
184,212
184,36
185,73
185,207
187,77
187,38
187,213
188,144
188,28
188,147
188,36
190,31
190,63
190,77
191,154
191,90
191,27
192,32
192,82
193,72
193,22
193,146
193,149
194,203
195,212
197,25
197,215
197,205
197,207
198,91
198,96
199,78
200,83
201,23
202,207
203,109
203,103
204,90
205,20
207,119
207,94
207,210
207,208
208,106
209,23
210,204
210,99
210,111
210,134
210,112
212,206
213,128
213,148
214,122
214,115
214,142
214,19
215,15
215,139
216,197
216,134
216,199
216,138
216,149
216,19
216,210
217,201
217,146
217,184
218,14
218,185
219,169
219,20
219,188
219,160
219,152
220,148
220,199
221,179
222,157
222,194
223,21
223,165
224,66
224,58
225,15
225,172
226,162
228,14
228,198
228,186
229,20
229,179
232,18
232,71
233,23
234,79
236,15
238,24
238,18
238,16
240,88
240,24
241,81
241,18
243,80
246,85
246,97
247,15
248,21
249,91
250,89
250,24
253,101
253,93
254,17
255,25
255,22
257,25
258,95
258,23
258,17
259,102
260,31
260,28
261,14
265,18
265,100
267,24
268,18
268,104
269,29
270,35
271,101
274,105
274,19
275,27
278,29
278,37
280,23
280,25
280,19
281,25
283,33
283,107
285,38
286,32
286,47
286,26
288,49
288,149
289,106
290,41
290,24
290,157
292,38
292,109
292,164
293,28
294,149
295,153
295,57
296,47
296,34
296,38
296,28
297,70
297,24
297,160
298,170
298,156
300,41
300,110
300,60
301,58
301,66
301,67
301,45
301,166
301,48
302,33
302,104
303,59
304,30
304,173
304,39
305,164
306,42
306,109
306,171
306,105
307,37
307,48
310,56
311,167
312,176
314,102
316,106
319,175
320,167
320,171
321,111
324,163
324,175
326,101
327,168
330,106
332,163
333,157
333,172
333,100
334,155
335,159
338,104
338,147
338,94
339,165
339,169
340,95
341,150
341,155
343,159
345,98
348,90
350,96
359,94
359,88
362,103
364,111
365,118
366,92
366,124
367,127
367,101
369,113
370,124
370,129
